date,open,high,low,close
2016-05-02,241.5,243.19,234.82,241.8
2016-04-29,248.14,248.43,237.81,240.76
2016-04-28,249.85,253.43,247.44,247.71
2016-04-27,252.75,255,249.4,251.47
2016-04-26,252.05,255.73,249.39,253.74
2016-04-25,253.01,257.38,250.76,251.82
2016-04-22,248.89,254,245.71,253.75
2016-04-21,248.99,250.9,246.91,248.29
2016-04-20,246.26,253.66,241.5,249.97
2016-04-19,253.12,254.3699,241.251,247.37
2016-04-18,252.23,258.31,251.66,253.88
2016-04-15,251.31,254.6,249.12,254.51
2016-04-14,253,256.839,251.0501,251.86
2016-04-13,248.51,255.5,247.33,254.53
2016-04-12,249.5,251.8,243.63,247.82
2016-04-11,251,258.99,245.3,249.92
2016-04-08,260.5,260.82,248.0201,250.07
2016-04-07,266.45,269.34,254.51,257.2
2016-04-06,253.97,267.74,253.45,265.42
2016-04-05,240.5,256.56,240,255.47
2016-04-04,249.12,252.12,243.64,246.99
2016-04-01,244.825,247.9,233.25,237.59
2016-03-31,229.34,237.42,225.01,229.77
2016-03-30,235.09,235.5,226.5,226.89
2016-03-29,229.89,232.38,225.33,230.13
2016-03-28,231.61,234.81,225,230.26
2016-03-24,215.78,228.8877,215,227.75
2016-03-23,232.37,234.73,222.03,222.58
2016-03-22,237.21,238.99,232.558,234.24
2016-03-21,235.34,239.88,235,238.32
2016-03-18,229.1,234.48,228.06,232.74
2016-03-17,221.47,228.5,220,226.38
2016-03-16,218,222.58,217.02,221.93
2016-03-15,214.27,218.97,211.5,218.34
2016-03-14,212.65,216.72,210.64,215.15
2016-03-11,207.93,209.42,205.33,207.5
2016-03-10,210,213.29,200.671,205.18
2016-03-09,204.52,209.3726,202.79,208.72
2016-03-08,203.5,207.5,202.2,202.6
2016-03-07,197.68,209.7,197.4,205.29
2016-03-04,198,204.03,197.5001,201.04
2016-03-03,188.28,197.42,184.22,195.74
2016-03-02,183.73,188.52,181.5,188.34
2016-03-01,194.25,195.9484,182.7,186.35
2016-02-29,192.4,196.35,189.222,191.93
2016-02-26,188.7,192,185,190.34
2016-02-25,178.65,188.5192,175.2,187.43
2016-02-24,172.75,179.5,167.84,179
2016-02-23,176.16,181.73,173.68,177.21
2016-02-22,170.12,178.91,169.85,177.74
2016-02-19,163.66,167.49,162.5,166.58
2016-02-18,172.42,172.95,164.77,166.77
2016-02-17,159,169.34,156.68,168.68
2016-02-16,158.7,162.95,154.11,155.17
2016-02-12,155,157.01,143.7,151.04
2016-02-11,152,163.26,147,150.47
2016-02-10,150.5,154.97,141.74,143.67
2016-02-09,142.32,159.79,141.05,148.25
2016-02-08,157.105,157.15,146,147.99
2016-02-05,171.3,173,157.7442,162.6
2016-02-04,170.7,175.98,166.99,175.33
2016-02-03,183.59,183.94,170.18,173.48
2016-02-02,192.42,193.12,180.23,182.78
2016-02-01,188.76,199.52,182.75,196.94
2016-01-29,189.95,193.74,188.08,191.2
2016-01-28,190.79,191.28,182.41,189.7
2016-01-27,192.38,193.26,185.77,188.07
2016-01-26,196.7,197.82,188.88,193.56
2016-01-25,200.06,203.57,195.88,196.38
2016-01-22,204.801,205.5,199.03,202.55
2016-01-21,201.55,203.23,195.02,199.97
2016-01-20,199.4,201.28,191.25,198.7
2016-01-19,208.71,210.47,200.78,204.72
2016-01-15,198.97,205.07,197.25,204.99
2016-01-14,202.21,210,193.38,206.18
2016-01-13,212.01,212.65,200,200.31
2016-01-12,211.6,213.7395,205.31,209.97
2016-01-11,214.01,214.45,203,207.85
2016-01-08,217.86,220.44,210.77,211
2016-01-07,214.19,218.44,213.67,215.65
2016-01-06,220,220.05,215.98,219.04
2016-01-05,226.36,226.89,220,223.43
2016-01-04,230.72,231.38,219,223.41
2015-12-31,238.51,243.45,238.37,240.01
2015-12-30,236.6,243.634,235.6707,238.09
2015-12-29,230.06,237.72,229.547,237.19
2015-12-28,231.49,231.98,225.54,228.95
2015-12-24,230.56,231.88,228.28,230.57
2015-12-23,232.18,233.45,228.13,229.7
2015-12-22,234.99,236.55,229.63,229.95
2015-12-21,231.69,235.83,231.08,232.56
2015-12-18,232.89,235.9,229.29,230.46
2015-12-17,233.94,237.76,229.8149,233.39
2015-12-16,222.1,234.88,220.73,234.51
2015-12-15,221.82,222.22,218,221.09
2015-12-14,217.51,220.92,214.87,218.58
2015-12-11,225.24,225.75,216.64,217.02
2015-12-10,224.71,228.49,223.64,227.07
2015-12-09,226.7,227.5,220.72,224.52
2015-12-08,227.52,228.8,224.2,226.72
2015-12-07,227.7,235.63,226.15,231.13
2015-12-04,232.46,233.27,227.66,230.38
2015-12-03,235.48,237.45,230,232.71
2015-12-02,237,238.6,231.23,231.99
2015-12-01,231.06,238,231.05,237.19
2015-11-30,231.79,234.28,229.08,230.26
2015-11-27,231.06,232.25,227.01,231.61
2015-11-25,221.34,230.825,220.375,229.64
2015-11-24,215.37,221,215,218.25
2015-11-23,217.35,219.18,214.6798,217.75
2015-11-20,223.49,225,213.58,220.01
2015-11-19,220.54,226.19,220.3,221.8
2015-11-18,214.5,221.38,212.52,221.07
2015-11-17,215.2,216,211.4,214
2015-11-16,206.09,214.98,205.8,214.31
2015-11-13,212.95,212.99,206.52,207.19
2015-11-12,217.85,219,212.66,212.94
2015-11-11,217.77,219.48,213.63,219.08
2015-11-10,223.48,223.7,216.08,216.5
2015-11-09,232.99,232.99,224.31,225.33
2015-11-06,230.7,233.359,229.5,232.36
2015-11-05,230.58,234.5843,229.19,231.77
2015-11-04,227,232.74,225.2,231.63
2015-11-03,213.85,214.44,207.75,208.35
2015-11-02,208.92,215.8,207.22,213.79
2015-10-30,210.4,211.63,203.89,206.93
2015-10-29,211.75,213.7481,210.64,211.63
2015-10-28,211.31,213.45,208.3,212.96
2015-10-27,214.84,217.1,207.51,210.35
2015-10-26,211.38,215.88,210,215.26
2015-10-23,215,215.35,207.69,209.09
2015-10-22,211.56,215.75,209.4,211.72
2015-10-21,211.99,214.81,208.8,210.09
2015-10-20,227.72,228.6,202,213.03
2015-10-19,226.5,231.15,224.94,228.1
2015-10-16,223.04,230.4805,222.87,227.01
2015-10-15,216.43,221.73,213.7,221.31
